feature,chi2,p,n_target,n_reference
kidman,9.568608800731125,0.0019793272032021525,23,5
belief,9.545731724104698,0.0020041491430130565,27,7
fincher,9.545731724104698,0.0020041491430130565,27,7
shine,9.545731724104698,0.0020041491430130565,27,7
commanding,9.534182484895611,0.002016799873897912,25,6
menace,9.52249983286986,0.002029679125626682,72,34
deeply,9.502654500165438,0.00205174858440782,38,13
develops,9.502654500165438,0.00205174858440782,38,13
won,9.433807433188706,0.0021302156742212253,53,22
rich,9.363974517817683,0.00221291770892984,117,65
wong,9.35526060587241,0.002223463507693424,36,12
concentration,9.32441321540511,0.002261207202230442,16,2
downey,9.32441321540511,0.002261207202230442,16,2
mixing,9.32441321540511,0.002261207202230442,16,2
rousing,9.32441321540511,0.002261207202230442,16,2
turturro,9.32441321540511,0.002261207202230442,16,2
believes,9.31908401675413,0.0022677933496784153,56,24
age,9.24320893247162,0.002363703738641365,111,61
lord,9.227765119458414,0.002383724266478038,51,21
strength,9.227765119458414,0.002383724266478038,51,21
miles,9.218363079858348,0.002395996740084061,34,11
thrilling,9.218363079858348,0.002395996740084061,34,11
fully,9.161003613242096,0.002472269447860276,62,28
pure,9.161003613242096,0.002472269447860276,62,28
helps,9.106871161865671,0.0025465108350815058,54,23
8,9.077678439614463,0.0025874831819577837,86,44
kudos,9.04076618471321,0.0026402496229983585,18,3
lola,9.04076618471321,0.0026402496229983585,18,3
warns,9.04076618471321,0.0026402496229983585,18,3
boogie,9.02347000515241,0.002665349270710826,49,20
perspective,8.994795575561545,0.002707495595848153,44,17
amazing,8.990688944340317,0.0027135867644809686,116,65
identify,8.985744307966383,0.0027209393715523778,30,9
future,8.965792085357934,0.002750814136933899,152,91
abby,8.943027269850162,0.002785307323763808,13,1
accessible,8.943027269850162,0.002785307323763808,13,1
annual,8.943027269850162,0.002785307323763808,13,1
deft,8.943027269850162,0.002785307323763808,13,1
detract,8.943027269850162,0.002785307323763808,13,1
eachother,8.943027269850162,0.002785307323763808,13,1
jordan's,8.943027269850162,0.002785307323763808,13,1
pfeiffer,8.943027269850162,0.002785307323763808,13,1
supreme,8.943027269850162,0.002785307323763808,13,1
vega,8.943027269850162,0.002785307323763808,13,1
gem,8.896884811279346,0.0028565758455249,28,8
shortly,8.896884811279346,0.0028565758455249,28,8
sonny,8.896884811279346,0.0028565758455249,28,8
explores,8.884553567953267,0.0028759335659530594,20,4
contemporary,8.88062032496918,0.0028821359970636617,37,13
sixth,8.88062032496918,0.0028821359970636617,37,13
slowly,8.851871530860663,0.002927885217269055,84,43
shines,8.832979058177092,0.002958350622200512,26,7
justice,8.821160081746346,0.002977573068411399,47,19
society,8.809247754480346,0.0029970757398225523,97,52
segment,8.80650921872949,0.003001577541456024,42,16
exceptional,8.801512593260627,0.003009809061549351,24,6
fable,8.801512593260627,0.003009809061549351,24,6
invasion,8.801512593260627,0.003009809061549351,24,6
wings,8.801512593260627,0.003009809061549351,24,6
aspects,8.796845764098242,0.0030175179814228015,55,24
brings,8.77359792524681,0.0030562199180884653,128,74
brilliantly,8.723415219200659,0.003141490172737349,35,12
delight,8.723415219200659,0.003141490172737349,35,12
likeable,8.723415219200659,0.003141490172737349,35,12
side,8.628885337463553,0.003308739702881036,194,123
beloved,8.622350514361132,0.003320630744651387,40,15
touches,8.622350514361132,0.003320630744651387,40,15
songs,8.605271468487006,0.0033519140324663743,79,40
movement,8.57560679834761,0.00340696396868001,33,11
bringing,8.50247858555673,0.003546630300204967,56,25
carlito's,8.488841454775356,0.0035733127960171363,15,2
clayton,8.488841454775356,0.0035733127960171363,15,2
dewey,8.488841454775356,0.0035733127960171363,15,2
doubts,8.488841454775356,0.0035733127960171363,15,2
hawke,8.488841454775356,0.0035733127960171363,15,2
manipulation,8.488841454775356,0.0035733127960171363,15,2
naval,8.488841454775356,0.0035733127960171363,15,2
ordered,8.488841454775356,0.0035733127960171363,15,2
palpable,8.488841454775356,0.0035733127960171363,15,2
sunny,8.488841454775356,0.0035733127960171363,15,2
diaz,8.43925732604518,0.0036720618404084693,31,10
prisoner,8.43925732604518,0.0036720618404084693,31,10
nicely,8.376547413217613,0.003800937947206151,65,31
force,8.36217685835475,0.0038311134645185874,103,57
craven,8.317080307084249,0.003927399766689432,29,9
darth,8.317080307084249,0.003927399766689432,29,9
conventional,8.269447207185621,0.004031778017990151,36,13
apt,8.238736945834473,0.0041005657658796935,17,3
lester,8.238736945834473,0.0041005657658796935,17,3
muse,8.238736945834473,0.0041005657658796935,17,3
musicians,8.238736945834473,0.0041005657658796935,17,3
sings,8.238736945834473,0.0041005657658796935,17,3
son's,8.238736945834473,0.0041005657658796935,17,3
warm,8.229272923790697,0.004122004015109981,41,16
spectacular,8.222637709678198,0.004137102333856779,57,26
anakin,8.21271959076388,0.004159775863175064,27,8
awesome,8.21271959076388,0.004159775863175064,27,8
grier,8.21271959076388,0.004159775863175064,27,8
princess,8.17954910149679,0.004236528952290208,60,28
shakespeare,8.15408260829079,0.00429643285040926,49,21
detail,8.133272809468052,0.004346022728624721,69,34
thirteenth,8.131185469879536,0.0043510289180356265,25,7
acclaimed,8.079561461841912,0.0044767277861818,23,6
qui-gon,8.079561461841912,0.0044767277861818,23,6
seeking,8.079561461841912,0.0044767277861818,23,6
von,8.079561461841912,0.0044767277861818,23,6
bateman,8.077043662213761,0.004482952080174463,12,1
behaviour,8.077043662213761,0.004482952080174463,12,1
daphne,8.077043662213761,0.004482952080174463,12,1
derek's,8.077043662213761,0.004482952080174463,12,1
elmore,8.077043662213761,0.004482952080174463,12,1
hounsou,8.077043662213761,0.004482952080174463,12,1
lucinda,8.077043662213761,0.004482952080174463,12,1
miserables,8.077043662213761,0.004482952080174463,12,1
narrates,8.077043662213761,0.004482952080174463,12,1
neal,8.077043662213761,0.004482952080174463,12,1
refreshingly,8.077043662213761,0.004482952080174463,12,1
sacrificing,8.077043662213761,0.004482952080174463,12,1
studies,8.077043662213761,0.004482952080174463,12,1
holocaust,8.068200399801093,0.0045048835695209455,21,5
knights,8.068200399801093,0.0045048835695209455,21,5
spoil,8.068200399801093,0.0045048835695209455,21,5
cusack,8.066015738126703,0.004510318388540435,44,18
chemistry,8.049598016267044,0.0045513752341282965,85,45
song,8.049598016267044,0.0045513752341282965,85,45
lonely,8.038383171637237,0.004579639513891287,39,15
la,7.948832318767491,0.004811841305697673,76,39
gay,7.9129876269344335,0.004908114580176037,70,35
surprising,7.907284296804491,0.004923612827753776,67,33
final,7.874522669866751,0.0050136103516721375,228,151
steals,7.863322960341753,0.005044759418659339,42,17
bond,7.861770678441381,0.005049092219258089,96,53
george,7.854969699774963,0.005068120173760571,139,84
austin,7.848926621758969,0.005085088964389417,50,22
struggle,7.848926621758969,0.005085088964389417,50,22
gradually,7.795961856242358,0.005236312802109677,30,10
ford,7.780884169267162,0.00528019484097586,53,24
town,7.775155701235358,0.005296965057065339,225,149
remain,7.731141007998094,0.005427643931897541,45,19
sharp,7.731141007998094,0.005427643931897541,45,19
phantom,7.702527621066712,0.005514355155712747,59,28
president,7.701201066943305,0.005518409293689408,71,36
teacher,7.701201066943305,0.005518409293689408,71,36
today,7.701201066943305,0.005518409293689408,71,36
enjoyable,7.687182015661811,0.005561439744315555,104,59
able,7.670726140246406,0.005612386664613833,205,134
luckily,7.669813805105947,0.005615225114210198,35,13
ben,7.666635830323383,0.0056251238399545045,122,72
monty,7.660278041706655,0.005644980467956806,28,9
paxton,7.660278041706655,0.005644980467956806,28,9
acceptance,7.659831243548663,0.005646378592231049,14,2
closure,7.659831243548663,0.005646378592231049,14,2
farther,7.659831243548663,0.005646378592231049,14,2
polley,7.659831243548663,0.005646378592231049,14,2
rushmore,7.659831243548663,0.005646378592231049,14,2
strengths,7.659831243548663,0.005646378592231049,14,2
towards,7.634169340097527,0.005727275565944212,115,67
several,7.623097117376284,0.005762543951679966,249,168
friends,7.60556224478114,0.005818851677671044,236,158
important,7.59189805351377,0.005863118802131861,130,78
however,7.574128129192867,0.005921201429049949,567,422
authentic,7.540550540475444,0.006032560716210944,26,8
cameron's,7.540550540475444,0.006032560716210944,26,8
federation,7.540550540475444,0.006032560716210944,26,8
philosophy,7.540550540475444,0.006032560716210944,26,8
strongly,7.540550540475444,0.006032560716210944,26,8
music,7.535621940278852,0.006049085227368467,282,194
years,7.518090257881745,0.006108240389944064,484,355
howard,7.4938947710759365,0.006190851469342062,33,12
viewed,7.4938947710759365,0.006190851469342062,33,12
frightening,7.478064193213409,0.006245518341358447,57,27
holds,7.478064193213409,0.006245518341358447,57,27
sister,7.472617700401536,0.006264440122435988,85,46
cowboy,7.465893834655181,0.006287880382301436,38,15
dragon,7.465893834655181,0.006287880382301436,38,15
loves,7.460479912026955,0.006306819061586699,60,29
admits,7.44576464483791,0.006358589930102632,16,3
forrest,7.44576464483791,0.006358589930102632,16,3
lighthearted,7.44576464483791,0.006358589930102632,16,3
patterns,7.44576464483791,0.006358589930102632,16,3
peebles,7.44576464483791,0.006358589930102632,16,3
revolutionary,7.44576464483791,0.006358589930102632,16,3
echoes,7.441411270795465,0.006373988855412405,24,7
kathy,7.441411270795465,0.006373988855412405,24,7
mcconaughey,7.441411270795465,0.006373988855412405,24,7
mother's,7.441411270795465,0.006373988855412405,24,7
pays,7.441411270795465,0.006373988855412405,24,7
attention,7.398970432660584,0.006526121809325325,147,91
emotional,7.398970432660584,0.006526121809325325,147,91
famous,7.37760434515093,0.00660410835683467,79,42
provides,7.37760434515093,0.00660410835683467,79,42
casablanca,7.369477258744057,0.006634021582978766,22,6
destiny,7.369477258744057,0.006634021582978766,22,6
fuller,7.369477258744057,0.006634021582978766,22,6
insightful,7.369477258744057,0.006634021582978766,22,6
pivotal,7.369477258744057,0.006634021582978766,22,6
vulnerable,7.369477258744057,0.006634021582978766,22,6
construction,7.351739546659982,0.006699789924893507,18,4
fraser,7.351739546659982,0.006699789924893507,18,4
pete,7.351739546659982,0.006699789924893507,18,4
riveting,7.351739546659982,0.006699789924893507,18,4
show's,7.351739546659982,0.006699789924893507,18,4
wag,7.351739546659982,0.006699789924893507,18,4
alex,7.3409076101513175,0.00674027994136317,49,22
thankfully,7.3409076101513175,0.00674027994136317,49,22
blend,7.334541702927528,0.006764192345650399,20,5
col,7.334541702927528,0.006764192345650399,20,5
minnie,7.334541702927528,0.006764192345650399,20,5
receiving,7.334541702927528,0.006764192345650399,20,5
smooth,7.334541702927528,0.006764192345650399,20,5
braveheart,7.325145742577081,0.006799645025862389,31,11
portrays,7.325145742577081,0.006799645025862389,31,11
anna,7.314262910492654,0.006840945243288932,41,17
experience,7.305962381255086,0.006872617822954341,144,89
threat,7.272111564104585,0.00700334225909538,36,14
dance,7.271790962740117,0.007004592419672995,70,36
enjoyed,7.271790962740117,0.007004592419672995,70,36
anton,7.214738516036574,0.007230734737800559,11,1
balancing,7.214738516036574,0.007230734737800559,11,1
bandits,7.214738516036574,0.007230734737800559,11,1
clyde,7.214738516036574,0.007230734737800559,11,1
cunning,7.214738516036574,0.007230734737800559,11,1
denial,7.214738516036574,0.007230734737800559,11,1
fincher's,7.214738516036574,0.007230734737800559,11,1
hansel,7.214738516036574,0.007230734737800559,11,1
lore,7.214738516036574,0.007230734737800559,11,1
mike's,7.214738516036574,0.007230734737800559,11,1
moss,7.214738516036574,0.007230734737800559,11,1
swinton,7.214738516036574,0.007230734737800559,11,1
symbols,7.214738516036574,0.007230734737800559,11,1
cinematography,7.202627255113814,0.00727969308550469,90,50
greater,7.202471595947543,0.007280324519422843,44,19
beatty,7.165220891276544,0.00743305370750158,29,10
portrait,7.165220891276544,0.00743305370750158,29,10
finds,7.1562664594914605,0.007470252923519771,203,134
surprisingly,7.127459031291232,0.007591223023653337,119,71
risk,7.108717017328321,0.007670999270399492,39,16
andreas,7.092548559092381,0.007740509530782647,10,0
andromeda,7.092548559092381,0.007740509530782647,10,0
brean,7.092548559092381,0.007740509530782647,10,0
carly,7.092548559092381,0.007740509530782647,10,0
comforts,7.092548559092381,0.007740509530782647,10,0
corleone,7.092548559092381,0.007740509530782647,10,0
crimson,7.092548559092381,0.007740509530782647,10,0
cy,7.092548559092381,0.007740509530782647,10,0
cyborsuit,7.092548559092381,0.007740509530782647,10,0
en,7.092548559092381,0.007740509530782647,10,0
funnest,7.092548559092381,0.007740509530782647,10,0
gavin's,7.092548559092381,0.007740509530782647,10,0
hogarth,7.092548559092381,0.007740509530782647,10,0
jabba,7.092548559092381,0.007740509530782647,10,0
jackie-o,7.092548559092381,0.007740509530782647,10,0
jacqueline,7.092548559092381,0.007740509530782647,10,0
javert,7.092548559092381,0.007740509530782647,10,0
joss,7.092548559092381,0.007740509530782647,10,0
kiki's,7.092548559092381,0.007740509530782647,10,0
lancelot,7.092548559092381,0.007740509530782647,10,0
lesly,7.092548559092381,0.007740509530782647,10,0
lillian,7.092548559092381,0.007740509530782647,10,0
linney,7.092548559092381,0.007740509530782647,10,0
masterfully,7.092548559092381,0.007740509530782647,10,0
mol,7.092548559092381,0.007740509530782647,10,0
morrow,7.092548559092381,0.007740509530782647,10,0
r2-d2,7.092548559092381,0.007740509530782647,10,0
roberto,7.092548559092381,0.007740509530782647,10,0
sarajevo,7.092548559092381,0.007740509530782647,10,0
skinheads,7.092548559092381,0.007740509530782647,10,0
toback,7.092548559092381,0.007740509530782647,10,0
uncut,7.092548559092381,0.007740509530782647,10,0
valentine_,7.092548559092381,0.007740509530782647,10,0
wang,7.092548559092381,0.007740509530782647,10,0
william's,7.092548559092381,0.007740509530782647,10,0
zero's,7.092548559092381,0.007740509530782647,10,0
queen,7.0832847486596116,0.007780625694928878,84,46
ellie,7.082456535174703,0.007784222541348029,34,13
norton,7.082456535174703,0.007784222541348029,34,13
frankenstein,7.016325779405439,0.008076980357196062,27,9
academy,7.008526632198689,0.008112241338860793,62,31
intensity,6.989114318757194,0.008200692323977354,42,18
tradition,6.989114318757194,0.008200692323977354,42,18
truth,6.968185865027346,0.008297157276467404,95,54
easily,6.955602211215637,0.008355716863798879,128,78
somewhat,6.921244073441599,0.008517769858952806,117,70
novel,6.9031113414331875,0.008604587414652753,156,99
graham,6.897772561943994,0.008630321091264381,32,12
stewart,6.897772561943994,0.008630321091264381,32,12
grim,6.881467991833346,0.008709400127665967,25,8
nuclear,6.843749806870636,0.008895192705496768,48,22
bread,6.838694386716071,0.008920401270850253,13,2
embodies,6.838694386716071,0.008920401270850253,13,2
exquisite,6.838694386716071,0.008920401270850253,13,2
flanders,6.838694386716071,0.008920401270850253,13,2
gaining,6.838694386716071,0.008920401270850253,13,2
hawtrey,6.838694386716071,0.008920401270850253,13,2
keen,6.838694386716071,0.008920401270850253,13,2
submarine,6.838694386716071,0.008920401270850253,13,2
fate,6.784407871900585,0.009195752862029782,54,26
honest,6.784407871900585,0.009195752862029782,54,26
ralph,6.764858147387537,0.009297031372789588,23,7
command,6.7191504284723225,0.00953830527637467,30,11
fonda,6.7191504284723225,0.00953830527637467,30,11
catchy,6.672578251051707,0.009790745303622117,21,6
egypt,6.672578251051707,0.009790745303622117,21,6
gothic,6.672578251051707,0.009790745303622117,21,6
stir,6.672578251051707,0.009790745303622117,21,6
bill,6.666238170437056,0.009825636660009573,108,64
absorbing,6.663358350624605,0.009841527226304936,15,3
ants,6.663358350624605,0.009841527226304936,15,3
devastating,6.663358350624605,0.009841527226304936,15,3
kurtz,6.663358350624605,0.009841527226304936,15,3
low-key,6.663358350624605,0.009841527226304936,15,3
matches,6.663358350624605,0.009841527226304936,15,3
slim,6.663358350624605,0.009841527226304936,15,3
stellan,6.663358350624605,0.009841527226304936,15,3
understands,6.663358350624605,0.009841527226304936,15,3
videotape,6.663358350624605,0.009841527226304936,15,3
vocal,6.663358350624605,0.009841527226304936,15,3
picture,6.631260819599835,0.010020431281027697,322,229
country,6.630219717227807,0.010026289634143093,101,59
bold,6.613751310313728,0.010119426868872572,19,5
id4,6.613751310313728,0.010119426868872572,19,5
inch,6.613751310313728,0.010119426868872572,19,5
jews,6.613751310313728,0.010119426868872572,19,5
old-fashioned,6.613751310313728,0.010119426868872572,19,5
chronicles,6.602713479811493,0.010182347411077042,17,4
